Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z,Time,Trigger,Trial,Grab
0,0,0,0,0,0,0,-1,-1,-1
81.69689,33.16991,-8.007329,-7.998162,-31.13753,24.6103,0,-1,-1,-1
81.72674,32.96634,-7.881721,-0.7709215,-42.21436,29.71862,0.02,-1,-1,-1
81.64104,32.55984,-7.696945,-9.408845,-42.03323,27.10585,0.0307777,-1,-1,-1
81.64104,32.55984,-7.696945,-9.408845,-42.03323,27.10585,0.0371401,-1,-1,-1
81.64104,32.55984,-7.696945,-9.408845,-42.03323,27.10585,0.0381748,-1,-1,-1
81.64104,32.55984,-7.696945,-9.408845,-42.03323,27.10585,0.0445756,-1,-1,-1
81.64104,32.55984,-7.696945,-9.408845,-42.03323,27.10585,0.0455051,-1,-1,-1
81.53674,31.43971,-7.47203,-5.384828,-78.75755,11.62733,0.0510414,-1,-1,-1
81.53674,31.43971,-7.47203,-5.384828,-78.75755,11.62733,0.0591704,-1,-1,-1
81.53674,31.43971,-7.47203,-5.384828,-78.75755,11.62733,0.0659052,-1,-1,-1
81.52129,30.48863,-7.438695,0.456799,-38.57018,-0.9848895,0.0726321,-1,-1,-1
81.52129,30.48863,-7.438695,0.456799,-38.57018,-0.9848895,0.0799567,-1,-1,-1
81.52129,30.48863,-7.438695,0.456799,-38.57018,-0.9848895,0.0862138,-1,-1,-1
81.59693,29.62417,-7.601814,5.344313,-43.7243,-11.52423,0.0937478,-1,-1,-1
81.59693,29.62417,-7.601814,5.344313,-43.7243,-11.52423,0.1000433,-1,-1,-1
81.59693,29.62417,-7.601814,5.344313,-43.7243,-11.52423,0.106822,-1,-1,-1
81.70224,28.76026,-7.828893,3.476998,-46.4413,-7.497636,0.1138715,-1,-1,-1
81.70224,28.76026,-7.828893,3.476998,-46.4413,-7.497636,0.1204586,-1,-1,-1
81.70224,28.76026,-7.828893,3.476998,-46.4413,-7.497636,0.1271005,-1,-1,-1
81.78813,27.49318,-7.824264,4.010852,-65.65046,0.4853986,0.1339339,-1,-1,-1
81.78813,27.49318,-7.824264,4.010852,-65.65046,0.4853986,0.1411662,-1,-1,-1
81.78813,27.49318,-7.824264,4.010852,-65.65046,0.4853986,0.1478033,-1,-1,-1
81.84488,26.26711,-7.946511,4.702856,-66.7868,-10.05434,0.154133,-1,-1,-1
81.84488,26.26711,-7.946511,4.702856,-66.7868,-10.05434,0.1612921,-1,-1,-1
81.84488,26.26711,-7.946511,4.702856,-66.7868,-10.05434,0.1677179,-1,-1,-1
82.06997,25.16198,-8.431355,16.96353,-45.63512,-36.53937,0.1748054,-1,-1,-1
82.06997,25.16198,-8.431355,16.96353,-45.63512,-36.53937,0.1815233,-1,-1,-1
82.06997,25.16198,-8.431355,16.96353,-45.63512,-36.53937,0.1877754,-1,-1,-1
82.4994,24.2905,-8.974391,29.44397,-42.50041,-23.89983,0.1949949,-1,-1,-1
82.4994,24.2905,-8.974391,29.44397,-42.50041,-23.89983,0.2013177,-1,-1,-1
82.4994,24.2905,-8.974391,29.44397,-42.50041,-23.89983,0.2090385,-1,-1,-1
83.00016,23.09293,-9.476823,18.47828,-51.54915,-21.60076,0.2152219,-1,-1,-1
83.00016,23.09293,-9.476823,18.47828,-51.54915,-21.60076,0.2284186,-1,-1,-1
83.79073,21.72668,-9.830598,45.12265,-66.61831,-9.23281,0.2355881,-1,-1,-1
83.79073,21.72668,-9.830598,45.12265,-66.61831,-9.23281,0.2428069,-1,-1,-1
83.79073,21.72668,-9.830598,45.12265,-66.61831,-9.23281,0.2485475,-1,-1,-1
83.79073,21.72668,-9.830598,45.12265,-66.61831,-9.23281,0.2494554,-1,-1,-1
84.65219,20.35136,-10.13547,45.68003,-58.30034,-20.98039,0.2550022,-1,-1,-1
84.65219,20.35136,-10.13547,45.68003,-58.30034,-20.98039,0.2634858,-1,-1,-1
84.65219,20.35136,-10.13547,45.68003,-58.30034,-20.98039,0.2696904,-1,-1,-1
85.77699,18.76248,-10.41419,51.48441,-69.21236,-10.75411,0.2772553,-1,-1,-1
85.77699,18.76248,-10.41419,51.48441,-69.21236,-10.75411,0.2836213,-1,-1,-1
85.77699,18.76248,-10.41419,51.48441,-69.21236,-10.75411,0.2896296,-1,-1,-1
86.71992,16.81009,-10.30297,33.1037,-105.0725,-5.216859,0.2977968,-1,-1,-1
86.71992,16.81009,-10.30297,33.1037,-105.0725,-5.216859,0.3039459,-1,-1,-1
87.22173,15.62887,-10.21396,51.40773,-95.29994,13.77699,0.3105055,-1,-1,-1
87.22173,15.62887,-10.21396,51.40773,-95.29994,13.77699,0.3175483,-1,-1,-1
87.22173,15.62887,-10.21396,51.40773,-95.29994,13.77699,0.3239306,-1,-1,-1
87.70785,13.98428,-10.46278,16.72799,-73.55241,-20.83101,0.3312405,-1,-1,-1
87.70785,13.98428,-10.46278,16.72799,-73.55241,-20.83101,0.3374212,-1,-1,-1
87.70785,13.98428,-10.46278,16.72799,-73.55241,-20.83101,0.3446875,-1,-1,-1
88.04871,12.6577,-10.78496,14.40273,-70.8825,-23.21427,0.3509359,-1,-1,-1
88.04871,12.6577,-10.78496,14.40273,-70.8825,-23.21427,0.3574921,-1,-1,-1
88.04871,12.6577,-10.78496,14.40273,-70.8825,-23.21427,0.3646919,-1,-1,-1
88.22321,11.36804,-11.13996,13.39575,-58.0874,-26.90953,0.3710682,-1,-1,-1
88.22321,11.36804,-11.13996,13.39575,-58.0874,-26.90953,0.3785779,-1,-1,-1
88.22321,11.36804,-11.13996,13.39575,-58.0874,-26.90953,0.3849356,-1,-1,-1
88.52396,10.21758,-11.75186,13.51539,-46.82306,-27.49418,0.3926673,-1,-1,-1
88.52396,10.21758,-11.75186,13.51539,-46.82306,-27.49418,0.3987189,-1,-1,-1
88.52396,10.21758,-11.75186,13.51539,-46.82306,-27.49418,0.405143,-1,-1,-1
88.91646,9.262283,-12.36264,31.2493,-45.27875,-22.20548,0.4125378,-1,-1,-1
88.91646,9.262283,-12.36264,31.2493,-45.27875,-22.20548,0.4186656,-1,-1,-1
88.91646,9.262283,-12.36264,31.2493,-45.27875,-22.20548,0.4255324,-1,-1,-1
89.42623,8.388241,-12.83412,23.12871,-43.27073,-24.06893,0.4322906,-1,-1,-1
89.42623,8.388241,-12.83412,23.12871,-43.27073,-24.06893,0.4386492,-1,-1,-1
89.42623,8.388241,-12.83412,23.12871,-43.27073,-24.06893,0.4460467,-1,-1,-1
90.19868,7.431855,-13.08144,31.48726,-39.78558,-16.46408,0.4522643,-1,-1,-1
90.19868,7.431855,-13.08144,31.48726,-39.78558,-16.46408,0.4597899,-1,-1,-1
90.19868,7.431855,-13.08144,31.48726,-39.78558,-16.46408,0.4658935,-1,-1,-1
91.31731,6.502989,-13.2661,62.32201,-47.55743,-6.453027,0.4722639,-1,-1,-1
91.31731,6.502989,-13.2661,62.32201,-47.55743,-6.453027,0.4797215,-1,-1,-1
91.31731,6.502989,-13.2661,62.32201,-47.55743,-6.453027,0.4859356,-1,-1,-1
92.36108,5.568455,-13.47521,48.63655,-44.50536,-10.09207,0.4931974,-1,-1,-1
